Comparison,Assay,OLINK.ID,Protein.ID,Uniprot.ID,logFC,CI.L,CI.R,AveExpr,P.Value,adj.P.Val
Mild_v_Severe,Immune,OID00995,KLRD1,Q13241,0.37,-0.24,0.98,6.80,0.22,0.31
Mild_v_Severe,Neurology,OID00313,EPHB6,O15197,-0.21,-0.55,0.13,3.80,0.22,0.31
Mild_v_Critical,Neurology,OID00369,Dkk-4,Q9UBT3,0.28,-0.19,0.74,3.44,0.24,0.31
Mild_v_Critical,Neurology,OID00362,NAAA,Q02083,-0.27,-0.73,0.18,3.25,0.23,0.31
Control_v_Critical,Cardiovascular,OID00407,GIF,P27352,0.49,-0.32,1.30,6.81,0.23,0.31
Mild_v_Severe,Cardiovascular,OID00443,ITGB1BP2,Q9UKP3,0.57,-0.37,1.52,2.86,0.23,0.31
Control_v_Severe,Inflammation,OID00515,IL-10RB,Q08334,-1.00,-2.22,0.23,6.23,0.11,0.32
Control_v_Mild,Cardiovascular,OID00418,FS,P19883,0.28,-0.17,0.73,10.75,0.21,0.32
Control_v_Critical,Immune,OID00966,NTF4,P34130,-0.25,-0.66,0.17,1.80,0.24,0.32
Mild_v_Critical,Cardiovascular,OID00421,PAPPA,Q13219,0.32,-0.22,0.86,2.88,0.24,0.32
Mild_v_Critical,Neurology,OID00365,TNFRSF21,O75509,-0.14,-0.39,0.10,8.16,0.24,0.32
Mild_v_Critical,Cardiovascular,OID00468,VEGFD,O43915,-0.13,-0.34,0.09,7.59,0.24,0.32
Longitudinal_in_Mild,Neurology,OID00347,FLRT2,O43155,0.73,-0.09,1.54,2.32,0.07,0.32
Longitudinal_in_Mild,Cardiovascular,OID00399,TF,P13726,0.48,-0.06,1.01,5.79,0.07,0.32
Control_v_Critical,Immune,OID01025,CD83,Q01151,-0.19,-0.51,0.13,2.97,0.24,0.32
Control_v_Severe,Cardiovascular,OID00461,TNFRSF13B,O14836,-1.39,-3.11,0.33,9.78,0.11,0.32
Control_v_Severe,Cardiovascular,OID00411,PIgR,P01833,-0.44,-0.99,0.11,5.74,0.11,0.32
Severe_v_Critical,Immune,OID01022,KPNA1,P52294,0.06,-0.03,0.14,-0.10,0.17,0.32
Mild_v_Critical,Neurology,OID00302,PRTG,Q2VWP7,-0.09,-0.25,0.07,6.43,0.25,0.32
Longitudinal_in_Mild,Cardiovascular,OID00467,NEMO,Q9Y6K9,1.10,-0.14,2.35,4.87,0.08,0.32
Longitudinal_in_Mild,Immune,OID01013,SIT1,Q9Y3P8,-0.84,-1.79,0.11,2.14,0.08,0.32
Control_v_Mild,Neurology,OID00303,ROBO2,Q9HCK4,-0.28,-0.73,0.17,5.63,0.22,0.32
Control_v_Mild,Immune,OID00949,CLEC4C,Q8WTT0,0.27,-0.16,0.70,3.96,0.22,0.33
"Longitudinal_in_Critical",Cardiovascular,OID00467,NEMO,Q9Y6K9,0.68,-0.14,1.51,5.34,0.09,0.33
"Longitudinal_in_Critical",Inflammation,OID00542,CD40,P25942,0.35,-0.07,0.77,11.84,0.09,0.33
Control_v_Mild,Cardiovascular,OID00427,THBS2,P35442,0.12,-0.07,0.31,5.52,0.22,0.33
Control_v_Mild,Cardiovascular,OID00407,GIF,P27352,0.53,-0.33,1.40,6.98,0.22,0.33
Control_v_Critical,Neurology,OID00338,NTRK2,Q16620,-0.18,-0.48,0.13,6.19,0.25,0.33
Longitudinal_in_Mild,Inflammation,OID01213,DNER,Q8NFT8,0.26,-0.04,0.56,8.67,0.08,0.34
"Longitudinal_in_Critical",Inflammation,OID00553,TNFRSF9,Q07011,1.10,-0.26,2.45,6.64,0.10,0.34
"Longitudinal_in_Critical",Neurology,OID00287,NMNAT1,Q9HAN9,0.54,-0.13,1.20,4.75,0.10,0.34
"Longitudinal_in_Critical",Cardiovascular,OID00437,PTX3,P26022,-0.37,-0.83,0.09,5.76,0.10,0.34
"Longitudinal_in_Critical",Immune,OID01027,BTN3A2,P78410,0.31,-0.07,0.69,4.29,0.10,0.34
Control_v_Critical,Neurology,OID00334,GM-CSF-R-alpha,P15509,0.46,-0.35,1.27,5.53,0.26,0.34
Control_v_Critical,Neurology,OID00325,BCAN,Q96GW7,-0.26,-0.72,0.20,4.14,0.26,0.34
Control_v_Critical,Cardiovascular,OID00462,TGM2,P21980,-0.37,-1.01,0.28,8.47,0.26,0.34
Mild_v_Severe,Neurology,OID00373,LAIR-2,Q6ISS4,0.55,-0.40,1.49,5.15,0.25,0.34
Mild_v_Critical,Cardiovascular,OID00431,PRELP,P51888,0.09,-0.07,0.24,8.37,0.26,0.34
"Longitudinal_in_Critical",Neurology,OID00362,NAAA,Q02083,0.53,-0.13,1.19,3.27,0.10,0.34
"Longitudinal_in_Critical",Neurology,OID00347,FLRT2,O43155,0.16,-0.04,0.36,2.18,0.10,0.34
Severe_v_Critical,Cardiovascular,OID00393,IDUA,P35475,0.32,-0.16,0.80,5.38,0.18,0.34
Mild_v_Severe,Cardiovascular,OID00411,PIgR,P01833,-0.04,-0.12,0.03,5.69,0.25,0.34
"Longitudinal_in_Critical",Inflammation,OID00480,LAP TGF-beta-1,P01137,0.58,-0.16,1.31,6.63,0.11,0.35
"Longitudinal_in_Critical",Inflammation,OID00528,IL10,P22301,0.46,-0.13,1.06,5.73,0.11,0.35
"Longitudinal_in_Critical",Inflammation,OID00561,TNFB,P01374,0.40,-0.11,0.92,4.30,0.11,0.35
"Longitudinal_in_Critical",Inflammation,OID00508,IL-10RA,Q13651,0.22,-0.06,0.50,0.98,0.11,0.35
Severe_v_Critical,Immune,OID00969,HNMT,P50135,0.43,-0.22,1.07,10.07,0.19,0.35
Mild_v_Severe,Neurology,OID00319,ADAM 23,O75077,-0.33,-0.91,0.25,3.87,0.25,0.35
Control_v_Case,Neurology,OID00327,NEP,P08473,0.34,-0.30,0.99,2.68,0.29,0.35
Control_v_Severe,Inflammation,OID00538,SIRT2,Q8IXJ6,-2.58,-5.88,0.71,7.53,0.12,0.35
Mild_v_Severe,Immune,OID00998,SPRY2,O43597,0.30,-0.23,0.84,2.29,0.25,0.35
Mild_v_Severe,Inflammation,OID00514,IL-15RA,Q13261,0.16,-0.12,0.44,1.39,0.25,0.35
Control_v_Case,Inflammation,OID00485,IL-17A,Q16552,0.19,-0.17,0.54,1.63,0.30,0.35
Control_v_Severe,Neurology,OID00375,TN-R,Q92752,-1.04,-2.36,0.29,4.21,0.12,0.35
Mild_v_Critical,Neurology,OID00319,ADAM 23,O75077,-0.28,-0.79,0.23,3.76,0.27,0.35
Mild_v_Critical,Immune,OID01024,IL5,P05113,0.17,-0.14,0.49,1.06,0.27,0.35
Mild_v_Critical,Inflammation,OID00545,FGF-19,O95750,-0.46,-1.28,0.37,8.53,0.27,0.35
Mild_v_Critical,Inflammation,OID00489,IL-20RA,Q9UHF4,0.12,-0.09,0.33,0.95,0.27,0.35
Control_v_Case,Neurology,OID00346,SKR3,P37023,0.12,-0.11,0.35,7.02,0.30,0.35
Longitudinal_in_Mild,Immune,OID00983,SH2B3,Q9UQQ2,1.63,-0.29,3.55,2.85,0.08,0.35
Control_v_Severe,Cardiovascular,OID00389,IL-1ra,P18510,2.14,-0.64,4.93,5.47,0.13,0.35
Control_v_Severe,Inflammation,OID00508,IL-10RA,Q13651,1.53,-0.45,3.52,1.15,0.13,0.35
Control_v_Severe,Inflammation,OID00553,TNFRSF9,Q07011,-1.48,-3.38,0.43,6.70,0.12,0.35
Control_v_Severe,Cardiovascular,OID00432,HO-1,P09601,-1.41,-3.25,0.43,11.78,0.13,0.35
Control_v_Severe,Immune,OID01015,LAMP3,Q9UQV4,-1.23,-2.82,0.37,4.55,0.13,0.35
"Longitudinal_in_Critical",Immune,OID00939,ZBTB16,Q05516,-0.61,-1.39,0.18,1.75,0.11,0.35
Control_v_Critical,Neurology,OID00373,LAIR-2,Q6ISS4,-0.42,-1.16,0.33,5.28,0.27,0.35
Severe_v_Critical,Inflammation,OID00490,CXCL9,Q07325,0.53,-0.28,1.33,8.97,0.19,0.35
Severe_v_Critical,Neurology,OID00334,GM-CSF-R-alpha,P15509,0.35,-0.19,0.90,5.48,0.19,0.35
Mild_v_Severe,Immune,OID00960,CDSN,Q15517,-0.28,-0.76,0.21,2.64,0.26,0.35
Mild_v_Severe,Immune,OID01005,DCBLD2,Q96PD2,-0.17,-0.47,0.13,7.95,0.26,0.35
Severe_v_Critical,Cardiovascular,OID00417,GH,P01241,-0.74,-1.89,0.40,8.55,0.19,0.35
Control_v_Case,Cardiovascular,OID00436,CEACAM8,P31997,0.21,-0.19,0.61,4.45,0.30,0.36
Severe_v_Critical,Cardiovascular,OID00465,HSP 27,P04792,0.21,-0.12,0.54,10.21,0.19,0.36
Mild_v_Severe,Immune,OID00964,TRIM21,P19474,0.41,-0.33,1.14,2.75,0.27,0.36
Mild_v_Severe,Neurology,OID00308,CD38,P28907,0.18,-0.14,0.51,5.87,0.27,0.36
Mild_v_Severe,Inflammation,OID00515,IL-10RB,Q08334,0.14,-0.11,0.38,6.12,0.27,0.36
Mild_v_Severe,Neurology,OID00304,CRTAM,O95727,-0.26,-0.73,0.21,5.44,0.27,0.36
Mild_v_Critical,Cardiovascular,OID00454,GT,P51161,-0.32,-0.91,0.27,2.51,0.28,0.36
Mild_v_Critical,Inflammation,OID00515,IL-10RB,Q08334,0.15,-0.13,0.42,6.17,0.28,0.36
Control_v_Case,Inflammation,OID00489,IL-20RA,Q9UHF4,0.13,-0.12,0.37,0.94,0.31,0.36
Mild_v_Critical,Inflammation,OID00557,ST1A1,P50225,0.34,-0.29,0.97,1.66,0.28,0.36
Mild_v_Critical,Neurology,OID00352,FcRL2,Q96LA5,0.24,-0.21,0.70,5.23,0.29,0.36
Control_v_Critical,Cardiovascular,OID00458,PD-L2,Q9BQ51,0.19,-0.16,0.55,3.56,0.28,0.37
Control_v_Case,Inflammation,OID00512,FGF-21,Q9NSA1,0.42,-0.41,1.26,5.71,0.32,0.37
Control_v_Case,Cardiovascular,OID00410,FGF-21,Q9NSA1,0.48,-0.47,1.42,7.07,0.32,0.37
Control_v_Severe,Cardiovascular,OID00452,THPO,P40225,-1.34,-3.13,0.45,4.31,0.14,0.37
Control_v_Severe,Inflammation,OID00475,GDNF,P39905,0.68,-0.23,1.59,2.01,0.14,0.37
Control_v_Severe,Neurology,OID00358,DDR1,Q08345,-0.65,-1.53,0.22,7.24,0.14,0.37
Mild_v_Severe,Cardiovascular,OID00383,SLAMF7,Q9NQ25,0.30,-0.25,0.84,3.49,0.28,0.37
Mild_v_Severe,Immune,OID00936,PPP1R9B,Q96SB3,0.36,-0.31,1.04,1.56,0.28,0.37
Mild_v_Severe,Cardiovascular,OID00444,DCN,P07585,-0.13,-0.36,0.11,4.44,0.28,0.37
Severe_v_Critical,Immune,OID01023,LAG3,P18627,0.32,-0.19,0.83,3.37,0.21,0.37
Mild_v_Severe,Cardiovascular,OID00395,PAR-1,P25116,0.22,-0.19,0.62,8.55,0.28,0.38
Control_v_Case,Cardiovascular,OID00423,REN,P00797,0.21,-0.22,0.64,6.64,0.33,0.38
Control_v_Critical,Immune,OID01006,FCRL6,Q6DN72,0.42,-0.37,1.21,3.25,0.29,0.38
Mild_v_Severe,Neurology,OID00293,VWC2,Q2TAL6,0.32,-0.28,0.91,5.55,0.29,0.38
Mild_v_Severe,Cardiovascular,OID00418,FS,P19883,-0.21,-0.61,0.19,10.76,0.29,0.38
Control_v_Critical,Cardiovascular,OID00453,MARCO,Q9UEW3,-0.16,-0.45,0.14,6.87,0.29,0.38
Control_v_Critical,Cardiovascular,OID00385,ADAM-TS13,Q76LX8,0.11,-0.10,0.32,4.98,0.29,0.38
Longitudinal_in_Mild,Neurology,OID00334,GM-CSF-R-alpha,P15509,-1.48,-3.27,0.31,5.41,0.09,0.38
Severe_v_Critical,Cardiovascular,OID00450,GDF-2,Q9UK05,0.38,-0.23,1.00,7.59,0.21,0.38
Severe_v_Critical,Neurology,OID00292,UNC5C,O95185,0.19,-0.11,0.48,4.59,0.21,0.38
Control_v_Mild,Neurology,OID00296,EZR,P15311,0.22,-0.17,0.61,3.84,0.26,0.38
Severe_v_Critical,Immune,OID00990,MGMT,P16455,0.43,-0.26,1.12,4.23,0.21,0.38
Control_v_Mild,Inflammation,OID00474,MCP-3,P80098,0.34,-0.26,0.95,1.85,0.26,0.38
Severe_v_Critical,Cardiovascular,OID00380,ANGPT1,Q15389,-0.42,-1.09,0.25,8.41,0.21,0.38
Severe_v_Critical,Neurology,OID00339,GZMA,P12544,0.27,-0.16,0.69,6.65,0.22,0.38
Severe_v_Critical,Neurology,OID00365,TNFRSF21,O75509,0.14,-0.09,0.37,8.08,0.21,0.38
Control_v_Mild,Inflammation,OID00545,FGF-19,O95750,0.51,-0.39,1.41,8.71,0.26,0.38
Control_v_Case,Inflammation,OID00510,MMP-1,P03956,-0.35,-1.07,0.37,14.68,0.33,0.38
Control_v_Case,Neurology,OID00351,BMP-4,P12644,-0.25,-0.76,0.26,4.51,0.34,0.38
Longitudinal_in_Mild,Immune,OID01006,FCRL6,Q6DN72,-0.96,-2.15,0.22,3.88,0.10,0.39
Longitudinal_in_Mild,Cardiovascular,OID00394,TNFRSF11A,Q9Y6Q6,0.66,-0.15,1.47,5.61,0.10,0.39
Longitudinal_in_Mild,Cardiovascular,OID00416,SPON2,Q9BUD6,0.30,-0.07,0.67,8.39,0.10,0.39
Mild_v_Severe,Neurology,OID00356,CTSC,P53634,-0.27,-0.79,0.25,3.60,0.30,0.39
Longitudinal_in_Mild,Neurology,OID00310,MSR1,P21757,-0.85,-1.92,0.21,6.67,0.10,0.39
Longitudinal_in_Mild,Neurology,OID00321,RSPO1,Q2MKA7,-0.39,-0.88,0.10,2.42,0.10,0.39
Mild_v_Critical,Immune,OID00954,FGF2,P09038,0.14,-0.13,0.41,0.49,0.31,0.39
Longitudinal_in_Mild,Neurology,OID00343,GDNFR-alpha-3,O60609,0.95,-0.24,2.13,5.04,0.10,0.39
Longitudinal_in_Mild,Neurology,OID00311,Alpha-2-MRAP,P30533,0.62,-0.16,1.39,7.89,0.10,0.39
Control_v_Severe,Cardiovascular,OID00396,TRAIL-R2,O14763,-0.85,-2.01,0.31,6.34,0.15,0.39
Control_v_Mild,Cardiovascular,OID00405,LOX-1,P78380,-0.36,-1.01,0.29,6.94,0.27,0.39
Control_v_Mild,Immune,OID00956,DPP10,Q8N608,-0.27,-0.75,0.22,1.50,0.27,0.39
Mild_v_Severe,Cardiovascular,OID00452,THPO,P40225,-0.15,-0.45,0.14,3.66,0.30,0.39
Longitudinal_in_Mild,Inflammation,OID00535,CXCL10,P02778,-1.98,-4.48,0.52,10.66,0.10,0.39
Longitudinal_in_Mild,Neurology,OID00357,CDH6,P55285,0.83,-0.23,1.89,4.48,0.11,0.39
Severe_v_Critical,Inflammation,OID00478,IL7,P13232,0.29,-0.19,0.77,2.76,0.22,0.39
Control_v_Case,Cardiovascular,OID00442,IgG Fc receptor II-b,P31994,0.28,-0.31,0.88,3.15,0.35,0.40
Control_v_Case,Cardiovascular,OID00428,TM,P07204,-0.11,-0.33,0.12,9.60,0.35,0.40
Control_v_Mild,Inflammation,OID00476,CDCP1,Q9H5V8,0.40,-0.33,1.12,2.72,0.28,0.40
Control_v_Mild,Neurology,OID00313,EPHB6,O15197,-0.19,-0.54,0.16,3.93,0.28,0.40
Control_v_Case,Neurology,OID00334,GM-CSF-R-alpha,P15509,-0.24,-0.76,0.27,5.49,0.35,0.40
"Longitudinal_in_Critical",Inflammation,OID00478,IL7,P13232,0.44,-0.16,1.05,3.00,0.13,0.40
Control_v_Case,Immune,OID01006,FCRL6,Q6DN72,0.23,-0.26,0.72,3.33,0.36,0.40
Control_v_Case,Immune,OID00984,FCRL3,Q96P31,-0.11,-0.35,0.13,1.04,0.36,0.40
"Longitudinal_in_Critical",Immune,OID00993,IL10,P22301,0.36,-0.13,0.86,5.95,0.13,0.40
"Longitudinal_in_Critical",Inflammation,OID00515,IL-10RB,Q08334,0.36,-0.13,0.85,6.23,0.13,0.40
Mild_v_Severe,Cardiovascular,OID00398,TIE2,Q02763,-0.13,-0.38,0.12,7.30,0.31,0.40
Mild_v_Severe,Cardiovascular,OID00442,IgG Fc receptor II-b,P31994,0.37,-0.36,1.09,3.10,0.31,0.40
Control_v_Mild,Immune,OID00969,HNMT,P50135,0.28,-0.24,0.80,9.00,0.28,0.40
Control_v_Mild,Inflammation,OID00553,TNFRSF9,Q07011,-0.25,-0.70,0.21,6.70,0.28,0.40
Control_v_Mild,Cardiovascular,OID00461,TNFRSF13B,O14836,0.23,-0.19,0.64,9.68,0.29,0.40
Mild_v_Severe,Cardiovascular,OID00388,SRC,P12931,0.47,-0.47,1.41,5.64,0.31,0.41
"Longitudinal_in_Critical",Inflammation,OID00503,TGF-alpha,P01135,0.95,-0.37,2.27,4.17,0.13,0.41
"Longitudinal_in_Critical",Neurology,OID00327,NEP,P08473,0.41,-0.16,0.97,2.76,0.13,0.41
Control_v_Critical,Neurology,OID00299,EFNA4,P52798,0.20,-0.20,0.60,3.20,0.31,0.41
Severe_v_Critical,Immune,OID00977,CD28,P10747,0.20,-0.13,0.52,1.50,0.23,0.41
Control_v_Mild,Immune,OID00974,LY75,O60449,-0.27,-0.78,0.24,2.99,0.29,0.41
Longitudinal_in_Mild,Neurology,OID00297,SMOC2,Q9H3U7,1.02,-0.30,2.34,7.68,0.11,0.41
Control_v_Case,Cardiovascular,OID00419,GLO1,Q04760,-0.22,-0.70,0.26,6.08,0.36,0.41
Severe_v_Critical,Neurology,OID00302,PRTG,Q2VWP7,0.11,-0.08,0.31,6.28,0.23,0.41
Severe_v_Critical,Neurology,OID00327,NEP,P08473,-0.39,-1.04,0.27,3.10,0.24,0.41
Mild_v_Severe,Inflammation,OID00483,IL-17C,Q9P0M4,0.35,-0.36,1.07,2.41,0.32,0.41
Severe_v_Critical,Immune,OID01000,ARNT,P27540,0.21,-0.15,0.56,1.17,0.24,0.41
Severe_v_Critical,Immune,OID00941,TPSAB1,Q15661,-0.18,-0.49,0.13,4.53,0.24,0.41
Control_v_Critical,Cardiovascular,OID00403,IL-17D,Q8TAD2,-0.19,-0.57,0.19,2.41,0.32,0.41
Control_v_Case,Immune,OID00973,NFATC3,Q12968,0.17,-0.21,0.55,1.06,0.37,0.41
Mild_v_Severe,Cardiovascular,OID00428,TM,P07204,-0.21,-0.64,0.22,9.47,0.32,0.41
Severe_v_Critical,Inflammation,OID00510,MMP-1,P03956,-0.48,-1.30,0.34,14.94,0.24,0.41
Severe_v_Critical,Cardiovascular,OID00399,TF,P13726,0.28,-0.20,0.75,6.33,0.24,0.41
Severe_v_Critical,Inflammation,OID00506,TNFSF14,O43557,0.25,-0.18,0.67,6.18,0.25,0.41
Severe_v_Critical,Neurology,OID00331,TMPRSS5,Q9H3S3,0.17,-0.12,0.45,2.20,0.24,0.41
Severe_v_Critical,Immune,OID00979,BIRC2,Q13490,0.16,-0.12,0.45,0.70,0.25,0.41
Mild_v_Critical,Immune,OID00970,CCL11,P51671,-0.15,-0.45,0.15,7.23,0.33,0.41
Severe_v_Critical,Neurology,OID00352,FcRL2,Q96LA5,0.24,-0.17,0.65,5.36,0.25,0.42
Severe_v_Critical,Cardiovascular,OID00453,MARCO,Q9UEW3,0.11,-0.08,0.31,6.90,0.25,0.42
Severe_v_Critical,Neurology,OID00318,CLEC1B,Q9P126,0.34,-0.26,0.94,11.12,0.25,0.42
"Longitudinal_in_Critical",Cardiovascular,OID00382,CD40-L,P29965,1.40,-0.63,3.44,4.41,0.15,0.42
"Longitudinal_in_Critical",Neurology,OID00366,CLM-1,Q8TDQ1,0.73,-0.32,1.78,7.44,0.15,0.42
"Longitudinal_in_Critical",Immune,OID01024,IL5,P05113,-0.59,-1.43,0.25,0.91,0.14,0.42
"Longitudinal_in_Critical",Immune,OID00958,DCTN1,Q14203,-0.54,-1.33,0.24,4.16,0.15,0.42
"Longitudinal_in_Critical",Neurology,OID00299,EFNA4,P52798,0.52,-0.23,1.28,3.52,0.15,0.42
"Longitudinal_in_Critical",Inflammation,OID00557,ST1A1,P50225,0.47,-0.21,1.14,2.09,0.15,0.42
"Longitudinal_in_Critical",Cardiovascular,OID00420,CD84,Q9UIB8,-0.37,-0.90,0.15,4.76,0.14,0.42
"Longitudinal_in_Critical",Inflammation,OID00505,CCL11,P51671,-0.26,-0.63,0.11,7.24,0.14,0.42
"Longitudinal_in_Critical",Inflammation,OID00526,ARTN,Q5T4W7,0.21,-0.09,0.50,1.09,0.14,0.42
"Longitudinal_in_Critical",Neurology,OID00344,PVR,P15151,-0.13,-0.31,0.05,9.06,0.14,0.42
Control_v_Severe,Immune,OID00952,PRDX1,Q06830,-1.78,-4.28,0.73,4.65,0.16,0.42
Control_v_Severe,Neurology,OID00311,Alpha-2-MRAP,P30533,-1.28,-3.08,0.52,9.31,0.16,0.42
"Longitudinal_in_Critical",Immune,OID00988,CLEC4D,Q8WXI8,0.95,-0.44,2.34,5.01,0.15,0.42
"Longitudinal_in_Critical",Neurology,OID00377,Nr-CAM,Q92823,-0.17,-0.41,0.08,9.32,0.15,0.42
Mild_v_Severe,Neurology,OID00350,GCP5,P78333,-0.39,-1.19,0.41,4.57,0.33,0.42
Mild_v_Severe,Immune,OID00999,STC1,P52823,0.22,-0.23,0.66,7.01,0.33,0.42
Severe_v_Critical,Inflammation,OID00533,Flt3L,P49771,0.34,-0.26,0.93,8.86,0.25,0.42
Control_v_Case,Immune,OID01008,CXCL12,P48061,0.08,-0.09,0.24,1.55,0.37,0.42
"Longitudinal_in_Critical",Inflammation,OID00538,SIRT2,Q8IXJ6,0.64,-0.30,1.59,4.73,0.15,0.42
"Longitudinal_in_Critical",Inflammation,OID00562,CSF-1,P09603,0.14,-0.07,0.35,10.78,0.15,0.42
Severe_v_Critical,Cardiovascular,OID00421,PAPPA,Q13219,0.32,-0.25,0.88,2.94,0.26,0.42
Severe_v_Critical,Immune,OID00944,CLEC4G,Q6UXB4,0.27,-0.21,0.74,4.28,0.26,0.42
Control_v_Mild,Immune,OID00992,CXADR,P78310,0.20,-0.18,0.57,2.23,0.30,0.42
"Longitudinal_in_Critical",Cardiovascular,OID00466,CD4,P01730,0.21,-0.10,0.53,5.14,0.15,0.42
Mild_v_Critical,Immune,OID01020,TANK,Q92844,0.25,-0.27,0.78,1.30,0.33,0.42
Severe_v_Critical,Cardiovascular,OID00408,SCF,P21583,0.36,-0.29,1.01,8.05,0.26,0.42
Severe_v_Critical,Cardiovascular,OID00467,NEMO,Q9Y6K9,0.34,-0.27,0.95,5.45,0.26,0.42
Severe_v_Critical,Neurology,OID00307,CPA2,P48052,-0.28,-0.77,0.22,9.04,0.26,0.42
Severe_v_Critical,Inflammation,OID00485,IL-17A,Q16552,-0.22,-0.62,0.18,1.82,0.26,0.42
Severe_v_Critical,Immune,OID00976,EIF4G1,Q04637,0.36,-0.29,1.00,4.23,0.27,0.42
Control_v_Severe,Cardiovascular,OID00469,PARP-1,P09874,-1.82,-4.47,0.83,5.34,0.17,0.42
Control_v_Severe,Inflammation,OID00513,CCL19,Q99731,1.72,-0.78,4.23,9.64,0.17,0.42
Control_v_Severe,Neurology,OID00351,BMP-4,P12644,1.42,-0.64,3.49,4.39,0.17,0.42
Control_v_Severe,Neurology,OID00340,G-CSF,P09919,1.40,-0.61,3.41,3.01,0.17,0.42
Control_v_Severe,Inflammation,OID00541,EN-RAGE,P80511,1.35,-0.58,3.27,3.00,0.16,0.42
Control_v_Severe,Immune,OID00989,PRKCQ,Q04759,-1.02,-2.48,0.43,1.68,0.16,0.42
Control_v_Severe,Cardiovascular,OID00458,PD-L2,Q9BQ51,-1.00,-2.43,0.44,3.49,0.17,0.42
Control_v_Severe,Cardiovascular,OID00425,MERTK,Q12866,-0.90,-2.20,0.39,6.43,0.17,0.42
Control_v_Severe,Neurology,OID00336,SCARA5,Q6ZMJ2,-0.74,-1.82,0.33,8.60,0.17,0.42
Severe_v_Critical,Neurology,OID00372,NTRK3,Q16288,-0.09,-0.26,0.07,6.68,0.27,0.42
Control_v_Mild,Immune,OID00984,FCRL3,Q96P31,-0.18,-0.52,0.17,1.03,0.30,0.42
Mild_v_Severe,Neurology,OID00291,GDNF,P39905,-0.13,-0.41,0.15,1.95,0.34,0.43
Control_v_Mild,Neurology,OID00305,RGMA,Q96B86,-0.18,-0.54,0.17,10.96,0.30,0.43
Mild_v_Critical,Immune,OID00974,LY75,O60449,-0.14,-0.45,0.16,2.76,0.34,0.43
"Longitudinal_in_Critical",Neurology,OID00302,PRTG,Q2VWP7,0.28,-0.14,0.70,6.30,0.16,0.43
"Longitudinal_in_Critical",Cardiovascular,OID00394,TNFRSF11A,Q9Y6Q6,0.20,-0.10,0.50,6.59,0.16,0.43
Severe_v_Critical,Neurology,OID00373,LAIR-2,Q6ISS4,0.27,-0.22,0.76,5.60,0.27,0.43
Severe_v_Critical,Neurology,OID00317,ADAM 22,Q9P0K1,0.19,-0.16,0.54,3.80,0.27,0.43
Severe_v_Critical,Cardiovascular,OID00442,IgG Fc receptor II-b,P31994,-0.20,-0.57,0.17,3.38,0.27,0.43
Control_v_Case,Neurology,OID00321,RSPO1,Q2MKA7,0.14,-0.17,0.45,2.96,0.39,0.43
"Longitudinal_in_Critical",Neurology,OID00310,MSR1,P21757,0.15,-0.08,0.37,6.91,0.16,0.43
Mild_v_Critical,Inflammation,OID00487,AXIN1,O15169,0.30,-0.33,0.92,2.70,0.35,0.43
"Longitudinal_in_Critical",Neurology,OID00341,DRAXIN,Q8NBI3,0.41,-0.21,1.03,4.17,0.16,0.43
Control_v_Mild,Cardiovascular,OID00431,PRELP,P51888,0.09,-0.09,0.28,8.30,0.31,0.43
Mild_v_Critical,Neurology,OID00358,DDR1,Q08345,0.11,-0.13,0.35,7.25,0.35,0.43
"Longitudinal_in_Critical",Cardiovascular,OID00455,BNP,P16860,0.66,-0.35,1.66,1.56,0.17,0.43
"Longitudinal_in_Critical",Immune,OID00936,PPP1R9B,Q96SB3,0.42,-0.22,1.05,1.94,0.17,0.43
Severe_v_Critical,Immune,OID00939,ZBTB16,Q05516,0.35,-0.30,0.99,1.58,0.28,0.44
Severe_v_Critical,Immune,OID00984,FCRL3,Q96P31,0.19,-0.16,0.53,1.06,0.28,0.44
Mild_v_Critical,Immune,OID00941,TPSAB1,Q15661,-0.19,-0.60,0.22,4.49,0.35,0.44
"Longitudinal_in_Critical",Cardiovascular,OID00451,FABP2,P12104,-0.84,-2.14,0.46,7.09,0.17,0.44
"Longitudinal_in_Critical",Cardiovascular,OID00461,TNFRSF13B,O14836,0.50,-0.28,1.29,10.21,0.17,0.44
"Longitudinal_in_Critical",Neurology,OID00293,VWC2,Q2TAL6,-0.21,-0.54,0.12,5.58,0.17,0.44
Longitudinal_in_Mild,Neurology,OID00313,EPHB6,O15197,0.62,-0.21,1.45,3.87,0.12,0.44
Longitudinal_in_Mild,Inflammation,OID05547,IFN-gamma,P01579,-2.16,-5.04,0.72,7.74,0.12,0.44
Longitudinal_in_Mild,Immune,OID00947,IL6,P05231,-1.39,-3.26,0.48,2.52,0.12,0.44
Longitudinal_in_Mild,Cardiovascular,OID00382,CD40-L,P29965,2.38,-0.81,5.58,4.36,0.12,0.44
Control_v_Severe,Neurology,OID00319,ADAM 23,O75077,-1.15,-2.86,0.56,4.10,0.18,0.44
Control_v_Case,Inflammation,OID00561,TNFB,P01374,-0.14,-0.46,0.18,4.58,0.40,0.44
Control_v_Mild,Neurology,OID00376,CD200R1,Q8TD46,0.16,-0.16,0.47,4.32,0.32,0.44
Control_v_Severe,Neurology,OID00333,GFR-alpha-1,P56159,-0.59,-1.48,0.29,7.03,0.18,0.44
